Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Integrated morphology for translation	Kevin Knight	http://www.mt-archive.info/10/MTMRL-2011-Knight.pdf	http://www.mt-archive.info/10/MTMRL-2011-Knight-ppt.pdf			
Using semantics in translation	Nachum Dershowitz	http://www.mt-archive.info/10/MTMRL-2011-Dershowitz.pdf	http://www.mt-archive.info/10/MTMRL-2011-Dershowitz-ppt.pdf			
Machine translation between Hebrew and Arabic: needs, challenges and preliminary solutions	Reshef Shilon	http://www.mt-archive.info/10/MTMRL-2011-Shilon.pdf				
Using verb paraphrases for Arabic-to-English example-based translation	Kfir Bar	http://www.mt-archive.info/10/MTMRL-2011-Bar.pdf	http://www.mt-archive.info/10/MTMRL-2011-Bar-ppt.pdf			
Transliterated pairs acquisition in medical Hebrew	Raphael Cohen	http://www.mt-archive.info/10/MTMRL-2011-Cohen.pdf	http://www.mt-archive.info/10/MTMRL-2011-Cohen-ppt.pdf			
Agreement matters: challenges of translating into a morphologically rich language, and the advantages of a syntax-based system	Yoav Goldberg	http://www.mt-archive.info/10/MTMRL-2011-Goldberg.pdf	http://www.mt-archive.info/10/MTMRL-2011-Goldberg-ppt.pdf			
Topic models for morphologically rich languages and their usage to explore multilingual corpora	Michael Elhadad	http://www.mt-archive.info/10/MTMRL-2011-Elhadad.pdf	http://www.mt-archive.info/10/MTMRL-2011-Elhadad-ppt.pdf			
Automatic evaluation in machine translation: towards combined linguistically-motivated measures	Lluís Màrquez	http://www.mt-archive.info/10/MTMRL-2011-Marquez.pdf	http://www.mt-archive.info/10/MTMRL-2011-Marquez-ppt.pdf			
Textual entailment inference in machine translation	Ido Dagan	http://www.mt-archive.info/10/MTMRL-2011-Dagan.pdf	http://www.mt-archive.info/10/MTMRL-2011-Dagan-ppt.pdf			
Identification of multi-word expressions by combining multiple linguistic information sources	Yulia Tsvetkov	http://www.mt-archive.info/10/MTMRL-2011-Tsvetkov.pdf	http://www.mt-archive.info/10/MTMRL-2011-Tsvetkov-ppt.pdf			
Morphology, syntax, and what’s in between: reifying cross-linguistic variation through cross-linguistic parsing	Reut Tsarfaty	http://www.mt-archive.info/10/MTMRL-2011-Tsarfaty.pdf	http://www.mt-archive.info/10/MTMRL-2011-Tsarfaty-ppt.pdf			
Rich morpho-syntactic descriptors for factored machine translation with highly inflected languages as target	Alexandru Ceausu	http://www.mt-archive.info/10/MTMRL-2011-Ceausu.pdf	http://www.mt-archive.info/10/MTMRL-2011-Ceausu-ppt.pdf			
Forms wanted: training SMT on monolingual data	Ondřej Bojar	http://www.mt-archive.info/10/MTMRL-2011-Bojar.pdf	http://www.mt-archive.info/10/MTMRL-2011-Bojar-ppt.pdf			
