Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Integrating morphology in probabilistic translation models	Chris Dyer	http://www.mt-archive.info/10/MTMRL-2011-Dyer.pdf	http://www.mt-archive.info/10/MTMRL-2011-Dyer-ppt.pdf			
Morphological processing and word reordering for statistical MT of highly inflected languages	Marcello Federico	http://www.mt-archive.info/10/MTMRL-2011-Federico.pdf	http://www.mt-archive.info/10/MTMRL-2011-Federico-ppt.pdf			
Factored models for morphology	Philipp Koehn	http://www.mt-archive.info/10/MTMRL-2011-Koehn.pdf	http://www.mt-archive.info/10/MTMRL-2011-Koehn-ppt.pdf			
Morphological generation of German for SMT	Alexander Fraser	http://www.mt-archive.info/10/MTMRL-2011-Fraser.pdf	http://www.mt-archive.info/10/MTMRL-2011-Fraser-ppt.pdf			
Language models for machine translation: original vs	Gennadi Lembersky	http://www.mt-archive.info/10/MTMRL-2011-Lembersky.pdf	http://www.mt-archive.info/10/MTMRL-2011-Lembersky-ppt.pdf			
A resource-light approach to learning verb valencies	Alex Rudnick	http://www.mt-archive.info/10/MTMRL-2011-Rudnick.pdf	http://www.mt-archive.info/10/MTMRL-2011-Rudnick-ppt.pdf			
Processing of Russian by the ETAP-3 linguistic processor	Igor Boguslavsky	http://www.mt-archive.info/10/MTMRL-2011-Boguslavsky.pdf	http://www.mt-archive.info/10/MTMRL-2011-Boguslavsky-ppt.pdf			
Improving SMT with morphology knowledge for Baltic languages	Raivis Skadiņs	http://www.mt-archive.info/10/MTMRL-2011-Skadins.pdf	http://www.mt-archive.info/10/MTMRL-2011-Skadins-ppt.pdf			
The impact of Arabic morphological segmentation on broad-scale phrase-based SMT	Alon Lavie	http://www.mt-archive.info/10/MTMRL-2011-Lavie.pdf	http://www.mt-archive.info/10/MTMRL-2011-Lavie-ppt.pdf			
Morphological aspects of computer-driven elicitation of knowledge about any language	Sergei Nirenburg	http://www.mt-archive.info/10/MTMRL-2011-Nirenburg.pdf	http://www.mt-archive.info/10/MTMRL-2011-Nirenburg-ppt.pdf			
Syntax-to-morphology mapping in factored SMT	Kemal Oflazer	http://www.mt-archive.info/10/MTMRL-2011-Oflazer.pdf	http://www.mt-archive.info/10/MTMRL-2011-Oflazer-ppt.pdf			
Unsupervised Turksih morphological segmentation for statistical machine translation	Coşkun Mermer	http://www.mt-archive.info/10/MTMRL-2011-Mermer.pdf	http://www.mt-archive.info/10/MTMRL-2011-Mermer-ppt.pdf			
MWE-sensitive word alignment in factored translation model	Tsuyoshi Okita	http://www.mt-archive.info/10/MTMRL-2011-Okita.pdf	http://www.mt-archive.info/10/MTMRL-2011-Okita-ppt.pdf			
A non-parametric Bayesian approach to inflectional morphology	Jason Eisner and Markus Dreyer	http://www.mt-archive.info/10/MTMRL-2011-Eisner.pdf	http://www.mt-archive.info/10/MTMRL-2011-Eisner-ppt.pdf			
Towards English-Swahili machine translation	Guy De Pauw	http://www.mt-archive.info/10/MTMRL-2011-DePauw.pdf				
Hindi to Punjabi machine translation system	Vishal Goyal	http://www.mt-archive.info/10/MTMRL-2011-Goyal.pdf				
Steps taken in Spanish-Basque speech translation using stochastic finite-state transducers	Alicia Pérez	http://www.mt-archive.info/10/MTMRL-2011-Perez.pdf				
