Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Toward the realization of typological semantic pattern dictionaries for MT 	Satoru Ikehara					
Toward a science of machine translation. 	Francis Bond	http://www.mt-archive.info/00/TMI-2002-Bond.pdf				
Using multilingual content on the web to build fast finite-state direct translation systems. 	Mikel L. Forcada	http://www.mt-archive.info/00/TMI-2002-Forcada.pdf				
Machine translation in the mobile and wearable age. 	Nigel Ward	http://www.mt-archive.info/00/TMI-2002-Ward.pdf				
Brief report on the MT2010 MT Roadmap Workshop at the MT Summit in Santiago de Compostela . 	Steve Krauwer	http://www.mt-archive.info/00/TMI-2002-Krauwer.pdf				
What are we celebrating today?	Harold Somers					
Where will the field go in 10 years? 	Niels Ole Bernsen (ed.) Speech related technologies	http://www.mt-archive.info/00/TMI-2002-Bernsen.pdf				Discussion papers for workshop
Towards a road map on human language technology: Natural language processing. (Version 2: March 2002)	Andreas Eisele and Dorothea Ziegler-Eisele (eds.)	http://www.mt-archive.info/00/TMI-2002-Eisele.pdf				Discussion papers for workshop
