Title	Authors	Pdf	Presentation	Volume_Name	Notes
Buying up to falling down	Judith Belam	http://www.mt-archive.info/00/MTS-2003-Belam.pdf			Teaching Translation Technologies and Tools
A 45-hour computers in translation course	Mikel L. Forcada	http://www.mt-archive.info/00/MTS-2003-Forcada.pdf			Teaching Translation Technologies and Tools
Teaching statistical machine translation	Kevin Knight	http://www.mt-archive.info/00/MTS-2003-Knight.pdf			Teaching Translation Technologies and Tools
Teaching machine translation in a graduate language technologies program	Teruko Mitamura and Eric Nyberg and Robert Frederking	http://www.mt-archive.info/00/MTS-2003-Mitamura-2.pdf			Teaching Translation Technologies and Tools
Teaching the automation of the translation process to future translators	Benoît Robichaud and Marie-Claude L'Homme	http://www.mt-archive.info/00/MTS-2003-Robichaud.pdf			Teaching Translation Technologies and Tools
Prolog models of classical approaches to MT	Harold Somers	http://www.mt-archive.info/00/MTS-2003-Somers-2.pdf			Teaching Translation Technologies and Tools
Specification and evaluation of machine translation toy systems - criteria for laboratory assignments	Cristina Vertan and Walter von Hahn	http://www.mt-archive.info/00/MTS-2003-Vertan.pdf			Teaching Translation Technologies and Tools
Teaching and assessing empirical approaches to machine translation	Andy Way and Nano Gough	http://www.mt-archive.info/00/MTS-2003-Way.pdf			Teaching Translation Technologies and Tools
