Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Introduction		http://www.mt-archive.info/10/FreeRBMT-2012-introduction.pdf				
The new machine translation—getting blood from a stone	Martin Kay	http://www.mt-archive.info/10/FreeRBMT-2012-Kay-abs.pdf				
An IDE for the Grammatical Framework	John J.Camilleri	http://www.mt-archive.info/10/FreeRBMT-2012-Camilleri.pdf			1	
Evaluating North Sámi to Norwegian assimilation RBMT	Trond Trosterud and Kevin Brubeck Unhammer	http://www.mt-archive.info/10/FreeRBMT-2012-Trosterud.pdf			13	
Choosing the correct paradigm for unknown words in rule-based machine translation systems	V.M.Sánchez-Cartagena and M.Esplà-Gomis and F.Sánchez-Martínez and J.A.Pérez-Ortiz	http://www.mt-archive.info/10/FreeRBMT-2012-Sanchez-Cartagena-1.pdf			27	
An open-source toolkit for integrating shallow-transfer rules into phrase-based statistical machine translation	V.M.Sánchez-Cartagena and F.Sánchez-Martínez and J.A.Pérez-Ortiz	http://www.mt-archive.info/10/FreeRBMT-2012-Sanchez-Cartagena-2.pdf			41	
A rule-based machine translation system from Serbo-Croatian to Macedonian	Hrvoje Peradin and Francis Tyers	http://www.mt-archive.info/10/FreeRBMT-2012-Peradin.pdf			55	
Deep evaluation of hybrid architectures: use of different metrics in MERT weight optimization	Cristina España-Bonet and Gorka Labaka and Arantza Díaz de Ilarranza and Lluís Màrquez and Kepa Sarasola	http://www.mt-archive.info/10/FreeRBMT-2012-Espana-Bonet.pdf			65	
