Title	Authors	Pdf	Presentation	Volume_Name	Notes
Introductory speech	John Hutchins	http://www.mt-archive.info/00/MTS-2001-Hutchins.pdf			Papers of the conference and workshops
Preface to the proceedings	Bente Maegaard	http://www.mt-archive.info/00/MTS-2001-Maegaard.pdf			Papers of the conference and workshops
Generation for multilingual MT	Takako Aikawa and Maite Melero and Lee Schwartz and Andi Wu	http://www.mt-archive.info/00/MTS-2001-Aikawa.pdf			Main conference papers
Using multiple edit distances to automatically rank machine translation output.	Yasuhiro Akiba and Kenji Imamura and Eiichiro Sumita	http://www.mt-archive.info/00/MTS-2001-Akiba.pdf			Main conference papers
Collapsing morphological information in lexical databases for NLP applications.	Juan A. Alonso and Ramón Fanlo and Albert Llorens	http://www.mt-archive.info/00/MTS-2001-Alonso.pdf			Main conference papers
Finding translation correspondences from parallel parsed corpus for example-based translation.	Eiji Aramaki and Sadao Kurohashi and Satoshi Sato and Hideo Watanabe	http://www.mt-archive.info/00/MTS-2001-Aramaki.pdf			Main conference papers
Generation of noun-noun compounds in the Spanish-English machine translation system SPANAM®.	Julia Aymerich	http://www.mt-archive.info/00/MTS-2001-Aymerich.pdf			Main conference papers
Gross-grained RST through XML metadata for multilingual document generation.	Guillermo Barrutieta and Joseba Abaitua and Josuha Díaz	http://www.mt-archive.info/00/MTS-2001-Barrutieta.pdf			Main conference papers
A taste of MALT	Ulrike Bernardi and Petra Gieselmann and Steve McLaughlin	http://www.mt-archive.info/00/MTS-2001-Bernardi.pdf			Main conference papers
An integrated solution: applying PROMT machine translation technology, terminology mining, and the TRADOS TWB translation memory to SAP content translation	Ulrich Boehme and Svetlana Svetova	http://www.mt-archive.info/00/MTS-2001-Boehme.pdf			Main conference papers
Design and construction of a machine-tractable Japanese-Malay dictionary.	Francis Bond and Ruhaida Binti Sulong and Takefumi Yamazaki and Kentaro Ogura	http://www.mt-archive.info/00/MTS-2001-Bond.pdf			Main conference papers
Machine translation - evolution not revolution	Jennifer A. Brundage	http://www.mt-archive.info/00/MTS-2001-Brundage.pdf			Main conference papers
A program for automatically selecting the best output from multiple machine translation engines.	Chris Callison-Burch and Raymond S. Flournoy	http://www.mt-archive.info/00/MTS-2001-Callison.pdf			Main conference papers
The ISLE in the ocean. Transatlantic standards for multilingual lexicons (with an eye to machine translation).	Nicoletta Calzolari and Alessandro Lenci and Antonio Zampolli and Nuria Bel and Marta Villegas and Gregor Thurmair	http://www.mt-archive.info/00/MTS-2001-Calzolari.pdf			Main conference papers
The Spanish<>Catalan machine translation system interNOSTRUM.	R. Canals-Marote and A. Esteve-Guillén and A. Garrido-Alenda and M.I. Guardiola-Savall and A. Iturraspe-Bellver and S. Montserrat-Buendia and S. Ortiz-Rojas and H. Pastor-Pina and P.M. Pérez-Antón and M.L. Forcada	http://www.mt-archive.info/00/MTS-2001-Canals.pdf			Main conference papers
Trial and error: an evaluation project on Japanese <> English MT output quality	Maki Darwin	http://www.mt-archive.info/00/MTS-2001-Darwin.pdf			Main conference papers
