Title	Authors	Pdf	Presentation	Volume_Name	Notes
Introduction to the workshop	Michael Carl and Andy Way	http://www.mt-archive.info/00/MTS-2001-EBMTIntro.htm			Introduction
Transfer-rule induction for example-based translation	Ralf D. Brown	http://www.mt-archive.info/00/MTS-2001-Brown.pdf			
Inducing translation grammars from bracketed alignments	Michael Carl	http://www.mt-archive.info/00/MTS-2001-Carl.pdf			
Linguistic knowledge and complexity in an EBMT system based on translation patterns	Kevin McTait	http://www.mt-archive.info/00/MTS-2001-McTait.pdf			
A best-first alignment algorithm for automatic extraction of transfer mappings from bilingual corpora	Arul Menezes and Stephen D. Richardson	http://www.mt-archive.info/00/MTS-2001-Menezes.pdf			
Beyond translation memories	Reinhard Schäler	http://www.mt-archive.info/00/MTS-2001-Schaeler.pdf			
EBMT seen as case-based reasoning	Harold Somers	http://www.mt-archive.info/00/MTS-2001-Somers-1.pdf			
What is example-based machine translation?	Davide Turcato and Fred Popowich	http://www.mt-archive.info/00/MTS-2001-Turcato.pdf			
Translating with examples	Andy Way	http://www.mt-archive.info/00/MTS-2001-Way.pdf			
