Title	Authors	Pdf	Presentation	Volume_Name	Notes
Exploiting the WWW for MT teaching	Lorna Balkan	http://www.mt-archive.info/00/MTS-2001-Balkan.pdf			
Transferable skills in an MT course	Judith Belam	http://www.mt-archive.info/00/MTS-2001-Belam.pdf			
An interactive hypertextual environment for MT training	Etienne Blanc	http://www.mt-archive.info/00/MTS-2001-Blanc.pdf			
Teaching machine translation in non computer science subjects: report of an educational experience within the University of Orleans	Viviane Clavier and Céline Poudat	http://www.mt-archive.info/00/MTS-2001-Clavier.pdf			
Teaching machine translation to trainee translators: a survey of their knowledge and opinions	Federico Gaspari	http://www.mt-archive.info/00/MTS-2001-Gaspari.pdf			
Teaching machine translation & translation technology: a contrastive study	Dorothy Kenny and Andy Way	http://www.mt-archive.info/00/MTS-2001-Kenny.pdf			
Discovering machine translation strategies beyond word-for-word translation: a laboratory assignment	Juan Antonio Pérez-Ortiz and Mikel L.Forcada	http://www.mt-archive.info/00/MTS-2001-Perez.pdf			
Three perspectives on MT in the classroom	Harold Somers	http://www.mt-archive.info/00/MTS-2001-Somers-2.pdf			
Making MT commonplace in translation training curricula • too many misconceptions, so much potential!	Elia Yuste-Rodrigo	http://www.mt-archive.info/00/MTS-2001-Yuste-2.pdf			
