Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
INTRODUCTION	Barbara M.Snell	http://www.mt-archive.info/70/Aslib-1978-Snell.pdf			V	
Multilingual communication: Chairman's introductory review of translating and the computer	J.C.   SAGER	http://www.mt-archive.info/70/Aslib-1978-Sager.pdf			1	
Machine translation and artificial intelligence Implementing machine aids to translation	Y. WILKS	http://www.mt-archive.info/70/Aslib-1978-Wilks.pdf			27	
Implementing machine aids to translation	E.H. TANKE	http://www.mt-archive.info/70/Aslib-1978-Tanke.pdf			45	
EURODICAUTOM	J. GOETSCHALCKX	http://www.mt-archive.info/70/Aslib-1978-Goetschalckx.pdf			71	
Machine translation and computerised terminology systems - a translator's viewpoint 	P.J. ARTHERN	http://www.mt-archive.info/70/Aslib-1978-Arthern.pdf			77	
Error analysis of Systran output  - a suggested  criterion for the 'internal' evaluation of  translation quality and a possible corrective  for system design	F. KNOWLES	http://www.mt-archive.info/70/Aslib-1978-Knowles.pdf			109	
An interactive on-line machine translation system (Chinese into English)	S.-C. LOH and L. KONG	http://www.mt-archive.info/70/Aslib-1978-Loh.pdf			135	
Computer aided translation - a business viewpoint	J.S.G. ELLISTON	http://www.mt-archive.info/70/Aslib-1978-Elliston.pdf			149	
The essential skills to be acquired for machine translation	M. MASTERMAN	http://www.mt-archive.info/70/Aslib-1978-Masterman.pdf			149	
LIST OF PARTICIPANTS   	M. MASTERMAN	http://www.mt-archive.info/70/Aslib-1978-participants.pdf			159	
					181	
