Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Introduction	Catriona Picken	http://www.mt-archive.info/70/Aslib-1985-Picken.pdf			vii	
Who are the translators? The growing professionalism of translating	Geoffrey Kingscott	http://www.mt-archive.info/70/Aslib-1985-Kingscott.pdf			3	
Continuing education and training for translators	Jeremy Verrinder	http://www.mt-archive.info/70/Aslib-1985-Verrinder.pdf			11	
Translators from Amsterdam: an informal history of the translation course at the University of Amsterdam	Eveline Sleebos	http://www.mt-archive.info/70/Aslib-1985-Sleebos.pdf			15	
Legal translators and legal translation: a personal view	Ian Frame	http://www.mt-archive.info/70/Aslib-1985-Frame.pdf			21	
Session I: Summary of discussion 1		http://www.mt-archive.info/70/Aslib-1985-discussion-1.pdf			36	
The new technology and the translator: a personal view	Josette Guédès	http://www.mt-archive.info/70/Aslib-1985-Guedes.pdf			39	
Part-timer's progress	Commodore Christopher Croft	http://www.mt-archive.info/70/Aslib-1985-Croft.pdf			47	
Freelancer on the line	Nélida E. Depiante	http://www.mt-archive.info/70/Aslib-1985-Depiante.pdf			54	
The translator as information user	Pamela Mayorcas-Cohen	http://www.mt-archive.info/70/Aslib-1985-Mayorcas-Cohen.pdf			61	
Session I: Summary of discussion 2		http://www.mt-archive.info/70/Aslib-1985-discussion-2.pdf			89	
Translation and information processing: a Canadian viewpoint	Benoît Thouin	http://www.mt-archive.info/70/Aslib-1985-Thouin.pdf			95	
Developments in OCR for automatic data entry	Julie Harnett	http://www.mt-archive.info/70/Aslib-1985-Harnett.pdf			109	
The ALPS computer-assisted translation system in an academic environment	Patrick Corness	http://www.mt-archive.info/70/Aslib-1985-Corness.pdf			118	
A user’s experience of the LOGOS machine translation system: a manager’s viewpoint	Wolfgang Heitmann	http://www.mt-archive.info/70/Aslib-1985-Heitmann.pdf			128	
Session II: Summary of discussion 1	environment	http://www.mt-archive.info/70/Aslib-1985-discussion-3.pdf			141	
Machine translation as an integral part of the electronic office environment	Ian M.Pigott	http://www.mt-archive.info/70/Aslib-1985-Pigott.pdf			144	
Machine translation: Japanese perspectives	Toyoaki Nishida and Shuji Doshita	http://www.mt-archive.info/70/Aslib-1985-Nishida.pdf			152	
Session II: Summary of discussion 2	List of participants	http://www.mt-archive.info/70/Aslib-1985-discussion-4.pdf			175	
Biographical notes on speakers   					179	
List of participants  					183	
