Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Relish: rendering endangered languages lexicons interoperable through standards harmonisation 	Marc Kemps-Snijders	paper-1-Kemps-Snijders.pdf			1	Invited talks
Exploiting Internet to build language resources for less resourced languages 	Antton Gurrutxaga and Igor Leturia and Eli Pociello and Iñaki San Vicente and Xabier Saralegi	paper-2-Gurrutxaga.pdf			3	Invited talks
Finite-State Spell-Checking with Weighted Language and Error Models — Building and Evaluating Spell-Checkers with Wikipedia as Corpus 	Tommi A Pirinen and Krister Lindén	paper-3-Pirinen.pdf			13	Oral papers
Finite-State Morphology for Iñupiaq 	Aric Bills and Lori S. Levin and Lawrence D. Kaplan and Edna Agheak MacLean	paper-4-Bills.pdf			19	Oral papers
Leaving Behind the Less-Resourced Status. The Case of Latin through the Experience of the ‘Index Thomisticus’ Treebank	Marco Passarotti	paper-5-Passarotti.pdf			27	Posters
Extraction of Semantic Relations as a Basis for a Future Semantic Database for Icelandic	Anna Björk Nikulásdóttir and Matthew Whelpton	paper-6-Nikulásdóttir.pdf			33	Posters
Nganasan — Computational Resources of a Language on the Verge of Extinction	Gábor Prószéky and Attila Novák and István Endrédy and Beatrix Oszkó and László Fejes and Sándor Szeverényi and Zsuzsa Várnai and Beáta Wagner-Nagy	paper-7-Prószéky.pdf			41	Posters
Developing a large-scale lexicon for a less-resourced language: Sorani Kurdish 	Géraldine Walther and Benoît Sagot	paper-8-Walther.pdf			45	Posters
Developing a PoS-tagged corpus using existing tools 	Hrafn Loftsson and Jökull Yngvason and Sigru´n Helgadóttir and Eiri̇́kur Rögnvaldsson	paper-9-Loftsson.pdf			53	Posters
