Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Overview of the Fifth NTCIR Workshop.	Noriko Kando	http://www.mt-archive.info/jnl/NTCIR-2005-Kando.pdf				
Overview of CLIR task at the Fifth NTCIR Workshop.	Kazuaki Kishida and Kuang-hua Chen and Sukhoon Lee and Kazuko Kuriyama and Noriko Kando and Hsin-His Chen and Sung Hyon Myaeng	http://www.mt-archive.info/jnl/NTCIR_2005-Kishida.pdf				
Report on CLIR task for the NTCIR-5 evaluation campaign	Samir Abdou and Jacques Savoy	http://www.mt-archive.info/jnl/NTCIR-2005-Abdou.pdf				
How similar are Chinese and Japanese for cross-language information retrieval?	Frederic C.Gey	http://www.mt-archive.info/jnl/NTCIR-2005-Gey.pdf				
NTCIR-5 Chinese, English, Korean cross-language retrieval experiments using PIRCS	Kui-Lam Kwok and Sora Choi and Norbert Dinstl and Peter Deng	http://www.mt-archive.info/jnl/NTCIR-2005-Kwok.pdf				
Search-result-based method for unknown term translation in cross-language information retrieval.	Jiun-Hung Lin and Min-Shiang Shia and Kao-Hung Lin and Shu-Jung Lin and Scott Yu and Wen-Hsiang Lu	http://www.mt-archive.info/jnl/NTCIR-2005-Lin.pdf				
ISCAS in English-Chinese CLIR at NTCIR-5	Jinming Min and Le Sun and Junlin Zhang	http://www.mt-archive.info/jnl/NTCIR-2005-Min.pdf				
Thomson Legal and Regulatory at NTCIR-5: Japanese and Korean experiments	Isabelle Moulinier and Ken Williams	http://www.mt-archive.info/jnl/NTCIR-2005-Moulinier.pdf				
Applying multiple charcteristics and techniques in the NICT information retrieval system in NTCIR-5	Masaki Murata and Qing Ma and Hitoshi Isahara	http://www.mt-archive.info/jnl/NTCIR-2005-Murata.pdf				
NTCIR-5 CLIR experiments at Oki	Tetsuji Nakagawa	http://www.mt-archive.info/jnl/NTCIR-2005-Nakagawa.pdf				
POSTECH at NTCIR-5: combining evidences of multiple term extractions for mono-lingual and cross-lingual retrieval in Korean and Japanese	Seung-Hoon Na and In-Su Kang and Jong-Hyeok Lee	http://www.mt-archive.info/jnl/NTCIR-2005-Na.pdf				
Toshiba BRIDJE at NTCIR-5 CLIR: evaluation using geometric means	Tetsuya Sakai and Toshihiko Manabe and Akira Kumano and Makoto Koyama and Tomoharu Kokubu	http://www.mt-archive.info/jnl/NTCIR-2005-Sakai.pdf				
CJK experiments with Hummingbird SearchServer™  at NTCIR-5	Stephen Tomlinson	http://www.mt-archive.info/jnl/NTCIR-2005-Tomlinson.pdf				
MIRACLE retrieval experiments with East Asian languages.	Julio Villena-Román and José Miguel Goñi-Menoyo and José C.González-Cristóbal and José Luis Martínez-Fernández	http://www.mt-archive.info/jnl/NTCIR-2005-Villena.pdf				
Using the web for translation disambiguation: RMIT University at NTCIR-5 Chinese-English CLIR	Ying Zhang and Phil Vines	http://www.mt-archive.info/jnl/NTCIR-2005-Zhang.pdf				
