Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Twenty Years of Translating and the Computer	John Hutchins	http://www.mt-archive.info/90/Aslib-1998-Hutchins.pdf				
Evaluating MT systems: testing and researching the feasibility of a teak-diagnostic approach	Michelle Vanni	http://www.mt-archive.info/90/Aslib-1998-Vanni.pdf				
Managing a Translation Service to Maximise Quality and Efficiency	Ian Jones	http://www.mt-archive.info/90/Aslib-1998-Jones.pdf				
Post-editing Service for Machine Translation Users at the European Commission	Dorothy Senez	http://www.mt-archive.info/90/Aslib-1998-Senez.pdf				
Language Tools at the EC Translation Service: The Theory and the Practice	Dimitri Theologitis	http://www.mt-archive.info/90/Aslib-1998-Theologitis.pdf				
From Testbench to Workflow: Relocating MT in Education and Training	Pascale Merten	http://www.mt-archive.info/90/Aslib-1998-Hartley.pdf				
Some Reflections on the Teaching of CAT	Tony Hartley	http://www.mt-archive.info/90/Aslib-1998-Merten.pdf				
Improving Translation at the Source	Dawn Murphy and Jane Mason and Stuart Sklair	http://www.mt-archive.info/90/Aslib-1998-Murphy.pdf				
LCC - The Language Consulting Centre - Language Consulting in Cyberspace	Jeanette Ørsted and Anne Møller 	http://www.mt-archive.info/90/Aslib-1998-Orsted.pdf				
Horses for Courses: Changing User Acceptance of Machine Translation	Steve McLaughlin and Ulrike Schwall	http://www.mt-archive.info/90/Aslib-1998-McLaughlin.pdf				
Kielekone MT Takes User-Friendliness Seriously	Kaarina Hyvönen and Harri Arnola	http://www.mt-archive.info/90/Aslib-1998-Hyvonen.pdf				
EPTAS: A Client/Server Based Translation Support System	Dr Klemens Waldhör	http://www.mt-archive.info/90/Aslib-1998-Waldhor.pdf				
ProMT 98 - The Current State	Svetlana Sokolova	http://www.mt-archive.info/90/Aslib-1998-Sokolova.pdf				
Multilingual Human Language Technology in Automotive Documentation Workflows	Jörg Schütz	http://www.mt-archive.info/90/Aslib-1998-Schutz.pdf				
Machine Translation Trends in Europe and Japan	Sophia Ananiadou	http://www.mt-archive.info/90/Aslib-1998-Ananiadou.pdf				
Translation in the Next Century: A Future Vision	Jens Thomas Lück	http://www.mt-archive.info/90/Aslib-1998-Luck.pdf				
Towards a Multi-language Multi Script Web Based Reference & Terminology System	Olaf-Michael Stefanov	http://www.mt-archive.info/90/Aslib-1998-Stefanov.pdf				
